customer_id,age,country,booking_date,room_type,booking_channel,lead_time,adr(average daily rate),is_cancelled,total_revenue,booking_month,customer_risk_category,total_guests,stay_duration
6978,32,UAE,28-08-2023,Deluxe,Corporate,146,8740.45,1,26221.35,August,High Risk,3,6
6985,24,UK,14-10-2023,Deluxe,Online,129,13209.34,1,66046.7,October,High Risk,3,13
6986,60,UK,14-03-2023,Deluxe,Online,38,9374.29,0,46871.45,March,Low Risk,2,18
6990,54,USA,13-08-2023,Deluxe,Agent,155,13596.69,1,81580.14,August,High Risk,3,7
6994,28,UAE,20-02-2023,Deluxe,Online,108,7753.2,1,85285.2,February,High Risk,3,19
6996,35,India,12-05-2023,Deluxe,Corporate,40,2340.22,0,21061.98,May,Low Risk,2,18
6997,21,UAE,07-10-2023,Deluxe,Corporate,139,10827.03,1,75789.21,October,High Risk,4,1
6999,51,UAE,01-11-2023,Deluxe,Agent,161,6053.78,1,66591.58,November,High Risk,3,19
7001,41,UK,23-06-2023,Deluxe,Corporate,35,4371.4,1,56828.2,June,Low Risk,2,16
7002,39,UK,19-10-2023,Deluxe,Agent,20,4923.21,1,29539.26,October,Low Risk,3,12
7005,23,UK,19-03-2023,Deluxe,Online,126,11041.46,1,121456.06,March,High Risk,3,1
7006,59,UAE,15-05-2023,Deluxe,Online,168,7997.14,1,71974.26,May,High Risk,3,19
7007,42,UK,20-05-2023,Deluxe,Agent,170,8158.5,1,24475.5,May,High Risk,3,9
7016,68,Germany,20-06-2023,Deluxe,Online,107,6657.97,1,6657.97,June,High Risk,3,10
7018,26,UK,03-12-2023,Deluxe,Corporate,169,12523.73,1,162808.49,December,High Risk,4,20
7019,62,UAE,08-12-2023,Deluxe,Agent,63,7148.2,1,71482,December,Medium Risk,2,11
7021,49,Germany,25-03-2023,Deluxe,Online,178,10356.85,1,62141.1,March,High Risk,2,12
7022,22,Germany,27-04-2023,Deluxe,Agent,100,10426.02,0,135538.26,April,Medium Risk,4,13
7030,24,Germany,27-05-2023,Deluxe,Agent,166,7366.56,1,51565.92,May,High Risk,2,5
7039,52,UAE,31-01-2023,Deluxe,Online,84,2191.7,0,26300.4,January,Medium Risk,2,2
7040,23,UK,20-06-2023,Deluxe,Agent,152,8216.18,1,90377.98,June,High Risk,4,9
7041,29,India,21-12-2023,Deluxe,Agent,37,14486.12,1,101402.84,December,Low Risk,2,10
7046,36,Germany,02-07-2023,Deluxe,Online,174,13436.16,1,40308.48,July,High Risk,3,14
7054,38,Germany,18-04-2023,Deluxe,Corporate,171,9365.97,1,131123.58,April,High Risk,2,3
7055,20,India,04-02-2023,Deluxe,Agent,22,10257.11,1,51285.55,February,Low Risk,2,9
7057,25,UAE,13-02-2023,Deluxe,Agent,80,9384.38,0,56306.28,February,Medium Risk,3,12
7059,33,USA,30-07-2023,Deluxe,Agent,138,14193.08,1,170316.96,July,High Risk,4,13
7061,20,USA,06-01-2023,Deluxe,Agent,57,14455.99,0,202383.86,January,Medium Risk,3,17
7067,32,UAE,06-11-2023,Deluxe,Corporate,114,5093.14,1,40745.12,November,High Risk,4,14
7068,24,India,02-12-2023,Deluxe,Agent,33,8190.68,0,49144.08,December,Low Risk,2,12
7069,55,UAE,15-04-2023,Deluxe,Agent,124,11657.68,1,128234.48,April,High Risk,2,3
7074,66,USA,15-03-2023,Deluxe,Agent,80,3713.29,1,33419.61,March,Medium Risk,3,10
7076,61,UAE,23-09-2023,Deluxe,Online,71,4095.15,0,20475.75,September,Medium Risk,3,9
7082,25,UAE,03-02-2023,Deluxe,Agent,167,7055.5,1,49388.5,February,High Risk,3,13
7086,29,India,23-07-2023,Deluxe,Online,29,4862.45,1,9724.9,July,Low Risk,2,1
7088,34,UAE,02-12-2023,Deluxe,Agent,171,14308.53,1,171702.36,December,High Risk,4,17
7090,63,USA,15-09-2023,Deluxe,Agent,132,3143.95,1,9431.85,September,High Risk,2,7
7091,65,USA,19-10-2023,Deluxe,Online,175,2760.45,1,2760.45,October,High Risk,4,14
7093,58,Germany,31-05-2023,Deluxe,Corporate,94,2805.45,0,19638.15,May,Medium Risk,4,3
7095,40,India,04-09-2023,Deluxe,Agent,151,3526.22,1,49367.08,September,High Risk,2,20
7100,60,Germany,17-04-2023,Deluxe,Online,4,14618.76,1,43856.28,April,Low Risk,4,2
7106,45,USA,15-05-2023,Deluxe,Online,120,2888.5,1,40439,May,High Risk,4,8
7108,45,UK,18-06-2023,Deluxe,Corporate,46,11045.85,1,55229.25,June,Low Risk,2,9
7111,49,Germany,24-08-2023,Deluxe,Corporate,176,9943.53,1,59661.18,August,High Risk,4,9
7117,45,UK,29-03-2023,Deluxe,Online,60,3321.1,0,43174.3,March,Medium Risk,4,5
7121,51,UAE,23-09-2023,Deluxe,Online,108,4532.56,1,13597.68,September,High Risk,3,7
7126,23,Germany,13-01-2023,Deluxe,Online,42,7033.04,0,70330.4,January,Low Risk,2,2
7133,30,UAE,20-01-2023,Deluxe,Agent,68,6187.3,0,30936.5,January,Medium Risk,3,3
7136,37,Germany,12-12-2023,Deluxe,Agent,35,8541.57,1,93957.27,December,Low Risk,2,12
7146,64,Germany,17-07-2023,Deluxe,Agent,34,4338.98,1,4338.98,July,Low Risk,3,4
7160,58,UAE,02-02-2023,Deluxe,Online,160,11369.5,1,22739,February,High Risk,4,2
7161,18,UAE,30-10-2023,Deluxe,Agent,60,13944.61,1,27889.22,October,Medium Risk,4,3
7163,60,UK,21-06-2023,Deluxe,Corporate,67,12022.67,1,156294.71,June,Medium Risk,3,10
7167,35,USA,16-02-2023,Deluxe,Online,100,13457.61,0,174948.93,February,Medium Risk,4,18
7168,29,Germany,15-12-2023,Deluxe,Online,89,4661.61,0,18646.44,December,Medium Risk,2,14
7169,45,UK,07-06-2023,Deluxe,Online,132,6140.59,1,6140.59,June,High Risk,2,8
7174,69,UAE,27-01-2023,Deluxe,Agent,142,9165.65,1,73325.2,January,High Risk,3,20
7176,54,USA,16-03-2023,Deluxe,Online,7,4876.92,1,19507.68,March,Low Risk,3,12
7178,52,Germany,10-01-2023,Deluxe,Online,100,14565.93,1,43697.79,January,Medium Risk,2,11
7180,52,UAE,16-10-2023,Deluxe,Online,132,14808.6,1,177703.2,October,High Risk,2,9
7184,30,UK,23-11-2023,Deluxe,Corporate,176,10092.7,1,60556.2,November,High Risk,2,13
7186,39,UAE,28-04-2023,Deluxe,Agent,171,12769.55,1,102156.4,April,High Risk,3,20
7187,33,UK,07-11-2023,Deluxe,Agent,47,11491.05,0,103419.45,November,Low Risk,2,11
7190,52,UAE,26-05-2023,Deluxe,Online,164,4883.48,1,39067.84,May,High Risk,3,18
7192,63,Germany,30-11-2023,Deluxe,Corporate,6,12426.98,0,37280.94,November,Low Risk,3,16
7195,39,India,29-05-2023,Deluxe,Agent,31,4645.56,0,13936.68,May,Low Risk,4,8
7198,57,India,13-12-2023,Deluxe,Agent,110,14129.64,1,141296.4,December,High Risk,4,10
7202,18,India,19-06-2023,Deluxe,Corporate,136,6484.95,1,32424.75,June,High Risk,3,9
7204,40,USA,16-04-2023,Deluxe,Online,172,11023.9,1,11023.9,April,High Risk,3,18
7205,68,India,20-06-2023,Deluxe,Agent,90,7345.25,0,44071.5,June,Medium Risk,4,19
7217,50,UAE,29-11-2023,Deluxe,Agent,11,2236.83,1,4473.66,November,Low Risk,3,4
7220,40,India,25-11-2023,Deluxe,Corporate,172,5677.52,1,34065.12,November,High Risk,2,1
7225,41,Germany,20-07-2023,Deluxe,Online,159,5004.09,1,50040.9,July,High Risk,4,1
7227,64,Germany,17-06-2023,Deluxe,Corporate,130,2746.97,1,19228.79,June,High Risk,2,1
7231,24,UAE,12-03-2023,Deluxe,Agent,38,11540.09,0,46160.36,March,Low Risk,2,9
7238,26,India,14-10-2023,Deluxe,Online,52,4637.22,0,27823.32,October,Medium Risk,2,12
7249,37,India,02-01-2023,Deluxe,Agent,22,4040.83,0,52530.79,January,Low Risk,4,12
7251,45,UK,05-03-2023,Deluxe,Corporate,95,11062.11,0,66372.66,March,Medium Risk,3,6
7252,34,India,18-09-2023,Deluxe,Agent,48,9913.71,0,118964.52,September,Low Risk,2,18
7253,45,UK,13-12-2023,Deluxe,Corporate,112,10110.72,1,20221.44,December,High Risk,2,4
7254,58,Germany,20-11-2023,Deluxe,Corporate,113,9419.29,1,47096.45,November,High Risk,3,17
7255,19,USA,27-08-2023,Deluxe,Corporate,44,11678.68,0,105108.12,August,Low Risk,3,13
7266,19,UK,22-09-2023,Deluxe,Corporate,173,14136.86,1,183779.18,September,High Risk,4,7
7267,57,USA,12-05-2023,Deluxe,Online,52,5537.74,0,11075.48,May,Medium Risk,2,4
7273,35,UK,19-04-2023,Deluxe,Corporate,18,6209.94,1,18629.82,April,Low Risk,2,16
7274,66,UAE,26-08-2023,Deluxe,Corporate,29,4852.65,0,9705.3,August,Low Risk,4,1
7275,69,UAE,20-10-2023,Deluxe,Corporate,77,10113.09,0,40452.36,October,Medium Risk,3,12
7278,52,USA,06-07-2023,Deluxe,Corporate,63,8441.46,0,101297.52,July,Medium Risk,4,6
7279,18,Germany,05-02-2023,Deluxe,Agent,31,3436.17,1,17180.85,February,Low Risk,3,2
7281,42,UK,13-09-2023,Deluxe,Agent,35,8956.08,1,116429.04,September,Low Risk,4,3
7284,60,UAE,24-08-2023,Deluxe,Online,101,2017.41,1,26226.33,August,High Risk,4,11
7288,51,USA,23-12-2023,Deluxe,Online,165,12901.59,1,51606.36,December,High Risk,3,11
7291,40,UK,31-12-2023,Deluxe,Online,90,9448.99,1,103938.89,December,Medium Risk,4,4
7293,42,UAE,15-06-2023,Deluxe,Corporate,179,3719.42,1,29755.36,June,High Risk,4,5
7294,33,India,08-12-2023,Deluxe,Agent,128,13330.54,1,119974.86,December,High Risk,2,19
7295,68,UK,19-03-2023,Deluxe,Agent,13,6181.2,0,24724.8,March,Low Risk,3,1
7299,36,USA,17-11-2023,Deluxe,Online,128,6597.99,1,6597.99,November,High Risk,4,20
7300,50,UK,05-03-2023,Deluxe,Corporate,173,8858.46,1,97443.06,March,High Risk,2,18
7302,33,Germany,11-02-2023,Deluxe,Corporate,163,2552.05,1,22968.45,February,High Risk,3,13
7306,51,India,14-03-2023,Deluxe,Corporate,104,3877.67,1,42654.37,March,High Risk,2,18
7311,23,UK,04-08-2023,Deluxe,Online,43,9191.71,1,36766.84,August,Low Risk,4,13
7315,60,India,31-01-2023,Deluxe,Corporate,77,12327.92,0,135607.12,January,Medium Risk,4,20
7317,48,Germany,07-05-2023,Deluxe,Online,56,10876.37,0,43505.48,May,Medium Risk,3,4
7319,27,UK,13-07-2023,Deluxe,Corporate,123,8411.45,1,84114.5,July,High Risk,3,20
7320,47,India,20-05-2023,Deluxe,Agent,161,4660.07,1,4660.07,May,High Risk,4,20
7324,69,USA,13-11-2023,Deluxe,Online,135,10396.95,1,41587.8,November,High Risk,2,9
7327,32,USA,10-04-2023,Deluxe,Online,61,10409,0,52045,April,Medium Risk,3,11
7328,21,India,18-02-2023,Deluxe,Online,120,4858.93,1,43730.37,February,High Risk,2,3
7332,26,UK,25-05-2023,Deluxe,Online,111,5076.1,1,20304.4,May,High Risk,2,13
7334,21,UAE,10-01-2023,Deluxe,Online,105,4131.87,1,28923.09,January,High Risk,4,15
7336,33,India,02-08-2023,Deluxe,Online,50,9999.1,1,139987.4,August,Low Risk,3,18
7337,32,Germany,04-01-2023,Deluxe,Online,28,3028.01,0,21196.07,January,Low Risk,2,7
7338,52,Germany,12-08-2023,Deluxe,Agent,136,4072.65,1,32581.2,August,High Risk,3,15
7342,37,India,18-03-2023,Deluxe,Corporate,99,9151.27,0,64058.89,March,Medium Risk,4,9
7347,46,USA,08-12-2023,Deluxe,Corporate,63,9968.55,0,99685.5,December,Medium Risk,4,5
7350,59,Germany,29-05-2023,Deluxe,Online,119,13079.03,1,91553.21,May,High Risk,3,5
7352,27,UK,12-01-2023,Deluxe,Agent,95,8207.26,0,114901.64,January,Medium Risk,2,13
7353,48,USA,23-03-2023,Deluxe,Agent,141,3408.24,1,20449.44,March,High Risk,4,10
7356,20,USA,22-02-2023,Deluxe,Online,16,6250.54,0,37503.24,February,Low Risk,2,18
7362,52,USA,10-12-2023,Deluxe,Online,71,4190.4,0,58665.6,December,Medium Risk,2,8
7363,54,UK,18-06-2023,Deluxe,Online,168,10621.77,1,74352.39,June,High Risk,3,10
7364,59,UAE,10-06-2023,Deluxe,Corporate,84,11479.23,1,103313.07,June,Medium Risk,2,7
7366,53,UAE,10-07-2023,Deluxe,Online,164,11282.68,1,112826.8,July,High Risk,4,11
7377,57,USA,21-03-2023,Deluxe,Online,72,6416.89,1,25667.56,March,Medium Risk,4,16
7384,68,India,08-11-2023,Deluxe,Online,47,3548.63,1,17743.15,November,Low Risk,4,15
7385,22,UK,24-06-2023,Deluxe,Agent,65,9863.59,0,78908.72,June,Medium Risk,3,19
7391,61,UK,22-09-2023,Deluxe,Online,10,10451.52,0,114966.72,September,Low Risk,3,20
7393,62,USA,29-04-2023,Deluxe,Agent,48,11626.17,1,162766.38,April,Low Risk,2,7
7396,30,USA,28-03-2023,Deluxe,Corporate,176,2254.06,1,29302.78,March,High Risk,4,13
7398,45,India,17-05-2023,Deluxe,Agent,79,14485.38,0,173824.56,May,Medium Risk,2,16
7403,35,USA,23-11-2023,Deluxe,Online,54,13333.37,1,26666.74,November,Medium Risk,3,3
7404,28,Germany,09-02-2023,Deluxe,Online,40,10795.56,1,64773.36,February,Low Risk,4,7
7405,37,India,07-09-2023,Deluxe,Corporate,5,11245.08,0,146186.04,September,Low Risk,3,13
7415,32,Germany,31-08-2023,Deluxe,Corporate,155,7599.03,1,68391.27,August,High Risk,4,2
7416,42,Germany,22-06-2023,Deluxe,Online,132,13470.57,1,80823.42,June,High Risk,2,9
7418,52,UK,28-03-2023,Deluxe,Agent,62,14550.09,0,101850.63,March,Medium Risk,2,6
7420,66,India,13-07-2023,Deluxe,Agent,83,7358.29,0,51508.03,July,Medium Risk,2,12
7422,55,India,12-02-2023,Deluxe,Corporate,133,4987.33,1,19949.32,February,High Risk,2,18
7423,53,India,22-12-2023,Deluxe,Online,156,14544.42,1,130899.78,December,High Risk,3,1
7424,24,India,08-06-2023,Deluxe,Online,108,2564.58,1,7693.74,June,High Risk,4,6
7430,64,USA,18-12-2023,Deluxe,Corporate,32,14854.71,0,89128.26,December,Low Risk,3,4
7439,59,UAE,16-07-2023,Deluxe,Agent,172,6774.7,1,60972.3,July,High Risk,2,5
7441,62,Germany,14-12-2023,Deluxe,Agent,74,7140.91,0,85690.92,December,Medium Risk,3,14
7443,24,India,21-09-2023,Deluxe,Corporate,20,7589,1,83479,September,Low Risk,2,16
7445,27,India,15-11-2023,Deluxe,Corporate,152,13376.44,1,147140.84,November,High Risk,4,15
7447,53,UK,25-01-2023,Deluxe,Online,128,6894.99,1,13789.98,January,High Risk,2,20
7448,42,Germany,05-07-2023,Deluxe,Online,41,14290.73,0,114325.84,July,Low Risk,4,2
7450,41,UK,04-05-2023,Deluxe,Corporate,102,9468.1,1,66276.7,May,High Risk,4,17
7455,42,UK,06-08-2023,Deluxe,Agent,114,4217.17,1,29520.19,August,High Risk,2,18
7457,63,USA,22-12-2023,Deluxe,Online,63,5934.61,0,5934.61,December,Medium Risk,2,6
7460,43,UK,07-09-2023,Deluxe,Online,79,12431.15,1,174036.1,September,Medium Risk,4,6
7467,31,Germany,29-10-2023,Deluxe,Online,8,10271.7,0,123260.4,October,Low Risk,2,7
7469,43,USA,08-11-2023,Deluxe,Agent,145,12398.34,1,99186.72,November,High Risk,4,7
7470,65,India,10-07-2023,Deluxe,Agent,172,6868.98,1,89296.74,July,High Risk,4,12
7471,38,India,20-09-2023,Deluxe,Agent,109,14120.76,1,14120.76,September,High Risk,2,9
7474,25,UAE,01-07-2023,Deluxe,Agent,65,11698.06,1,128678.66,July,Medium Risk,4,20
7475,68,Germany,08-06-2023,Deluxe,Online,138,14693.19,1,88159.14,June,High Risk,4,15
7480,24,India,20-09-2023,Deluxe,Corporate,39,10774.69,0,96972.21,September,Low Risk,3,17
7484,46,UAE,17-01-2023,Deluxe,Online,125,12358.23,1,135940.53,January,High Risk,4,9
7486,21,India,17-09-2023,Deluxe,Corporate,108,11898,1,154674,September,High Risk,3,18
7487,52,Germany,21-12-2023,Deluxe,Online,109,7352.24,1,95579.12,December,High Risk,2,19
7488,20,India,02-08-2023,Deluxe,Online,161,14927.74,1,104494.18,August,High Risk,4,7
7489,62,USA,27-08-2023,Deluxe,Agent,15,5896.57,0,82551.98,August,Low Risk,4,7
7495,33,UK,20-08-2023,Deluxe,Agent,42,10020.86,0,110229.46,August,Low Risk,4,17
7497,24,India,04-10-2023,Deluxe,Agent,47,10846.73,0,43386.92,October,Low Risk,2,6
7499,40,Germany,30-10-2023,Deluxe,Corporate,141,2200.46,1,28605.98,October,High Risk,4,11
7501,28,USA,18-02-2023,Deluxe,Agent,54,14915.64,0,134240.76,February,Medium Risk,3,10
7503,50,India,10-10-2023,Deluxe,Corporate,107,13008.42,1,39025.26,October,High Risk,3,2
7507,58,India,18-01-2023,Deluxe,Corporate,20,12902.1,1,12902.1,January,Low Risk,3,16
7509,52,India,08-05-2023,Deluxe,Corporate,147,2997.06,1,35964.72,May,High Risk,2,6
7513,49,India,17-05-2023,Deluxe,Corporate,24,4500.31,0,49503.41,May,Low Risk,2,20
7515,69,UAE,22-10-2023,Deluxe,Online,142,4232.07,1,59248.98,October,High Risk,2,12
7517,52,India,17-08-2023,Deluxe,Agent,96,8302.05,1,41510.25,August,Medium Risk,4,9
7518,69,UK,29-06-2023,Deluxe,Online,31,4155.79,1,29090.53,June,Low Risk,4,17
7522,48,Germany,16-05-2023,Deluxe,Online,24,10839.38,0,151751.32,May,Low Risk,4,7
7523,34,UK,06-08-2023,Deluxe,Corporate,48,8536.52,1,42682.6,August,Low Risk,4,11
7525,69,UAE,29-04-2023,Deluxe,Agent,119,12347.54,1,148170.48,April,High Risk,3,3
7526,40,Germany,18-01-2023,Deluxe,Online,135,12745.9,1,127459,January,High Risk,2,16
7534,44,UAE,12-05-2023,Deluxe,Corporate,79,3804.36,1,7608.72,May,Medium Risk,4,18
7535,32,Germany,02-03-2023,Deluxe,Agent,147,9139.54,1,118814.02,March,High Risk,3,19
7539,32,India,04-02-2023,Deluxe,Agent,157,12087.97,1,12087.97,February,High Risk,2,6
7542,30,India,16-08-2023,Deluxe,Corporate,112,11222.37,1,123446.07,August,High Risk,4,10
7544,51,Germany,18-11-2023,Deluxe,Corporate,91,11718.26,1,128900.86,November,Medium Risk,4,12
7546,57,UAE,26-06-2023,Deluxe,Corporate,111,6019.14,1,42133.98,June,High Risk,3,2
7554,51,UAE,25-02-2023,Deluxe,Corporate,173,10383.22,1,31149.66,February,High Risk,2,7
7557,31,UAE,26-05-2023,Deluxe,Online,97,11424.76,0,45699.04,May,Medium Risk,4,5
7560,35,USA,19-02-2023,Deluxe,Agent,66,5434.33,0,43474.64,February,Medium Risk,3,9
7571,54,India,15-04-2023,Deluxe,Agent,128,4786.43,1,19145.72,April,High Risk,4,7
7572,31,UK,20-05-2023,Deluxe,Online,10,12718.36,0,139901.96,May,Low Risk,2,9
7575,46,UK,24-01-2023,Deluxe,Corporate,176,6673.52,1,46714.64,January,High Risk,3,11
7576,37,UAE,15-02-2023,Deluxe,Online,90,2579.22,1,10316.88,February,Medium Risk,4,5
7580,54,UAE,08-06-2023,Deluxe,Online,101,8298.1,1,99577.2,June,High Risk,2,1
7586,33,USA,15-01-2023,Deluxe,Corporate,7,4195.27,1,50343.24,January,Low Risk,3,3
7588,21,Germany,17-03-2023,Deluxe,Corporate,161,4333.59,1,56336.67,March,High Risk,4,10
7589,38,Germany,24-11-2023,Deluxe,Online,176,11000.36,1,154005.04,November,High Risk,4,11
7592,47,UK,07-08-2023,Deluxe,Agent,28,4067.71,0,24406.26,August,Low Risk,4,5
7594,34,India,27-12-2023,Deluxe,Agent,20,3159.85,0,18959.1,December,Low Risk,2,3
7596,42,USA,21-08-2023,Deluxe,Agent,71,8993.35,0,107920.2,August,Medium Risk,2,13
7597,22,UK,20-04-2023,Deluxe,Online,170,9891.4,1,79131.2,April,High Risk,2,15
7600,33,Germany,07-01-2023,Deluxe,Agent,86,3464.48,0,45038.24,January,Medium Risk,2,12
7601,68,UK,19-05-2023,Deluxe,Corporate,83,7483.04,1,22449.12,May,Medium Risk,4,14
7612,39,USA,20-11-2023,Deluxe,Agent,117,8052.35,1,8052.35,November,High Risk,2,10
7615,51,UK,06-07-2023,Deluxe,Corporate,63,3174.37,0,31743.7,July,Medium Risk,4,5
7617,55,USA,03-07-2023,Deluxe,Online,7,9147.16,1,18294.32,July,Low Risk,2,12
7618,63,Germany,03-11-2023,Deluxe,Online,144,6488.54,1,25954.16,November,High Risk,2,11
7619,50,USA,19-09-2023,Deluxe,Agent,4,5652.11,0,73477.43,September,Low Risk,4,18
7621,24,Germany,10-12-2023,Deluxe,Agent,20,5500.51,1,27502.55,December,Low Risk,4,7
7625,41,USA,10-11-2023,Deluxe,Online,43,10655.54,1,149177.56,November,Low Risk,3,3
7629,44,UAE,18-06-2023,Deluxe,Agent,148,7590.77,1,83498.47,June,High Risk,3,4
7630,60,USA,28-05-2023,Deluxe,Online,104,6197.48,1,30987.4,May,High Risk,3,4
7631,49,UAE,19-07-2023,Deluxe,Online,125,8276.07,1,24828.21,July,High Risk,4,5
7633,45,UK,11-03-2023,Deluxe,Agent,56,10311.82,0,113430.02,March,Medium Risk,4,14
7635,58,India,23-02-2023,Deluxe,Agent,129,10206.57,1,91859.13,February,High Risk,3,9
7636,53,USA,16-09-2023,Deluxe,Online,93,14746.43,1,162210.73,September,Medium Risk,4,7
7637,23,UK,17-12-2023,Deluxe,Agent,64,12536.05,0,162968.65,December,Medium Risk,3,19
7640,40,Germany,30-04-2023,Deluxe,Corporate,4,4981.69,0,34871.83,April,Low Risk,3,5
7641,67,UK,13-05-2023,Deluxe,Agent,65,8745.54,0,87455.4,May,Medium Risk,3,7
7654,32,UK,17-04-2023,Deluxe,Agent,121,7963.24,1,71669.16,April,High Risk,4,15
7656,40,UK,11-08-2023,Deluxe,Agent,55,11762.82,0,82339.74,August,Medium Risk,4,12
7660,21,UAE,01-04-2023,Deluxe,Agent,150,3884.01,1,42724.11,April,High Risk,3,1
7680,26,Germany,06-11-2023,Deluxe,Online,65,11822.22,0,141866.64,November,Medium Risk,3,6
7681,64,Germany,06-10-2023,Deluxe,Agent,168,3179.21,1,41329.73,October,High Risk,2,4
7682,29,UK,01-06-2023,Deluxe,Corporate,154,8762.33,1,122672.62,June,High Risk,2,7
7687,37,USA,17-02-2023,Deluxe,Agent,140,3146.55,1,44051.7,February,High Risk,2,5
7688,41,UAE,22-04-2023,Deluxe,Corporate,79,3604.76,1,50466.64,April,Medium Risk,3,15
7689,44,UK,23-07-2023,Deluxe,Online,89,7502.06,1,75020.6,July,Medium Risk,2,19
7694,66,India,15-06-2023,Deluxe,Agent,35,9286.04,0,102146.44,June,Low Risk,3,4
7704,28,India,22-11-2023,Deluxe,Agent,58,8541.52,0,102498.24,November,Medium Risk,2,7
7709,59,India,07-02-2023,Deluxe,Online,170,6944.99,1,34724.95,February,High Risk,4,5
7711,18,UAE,23-10-2023,Deluxe,Corporate,6,12994.17,0,12994.17,October,Low Risk,4,7
7712,48,India,17-05-2023,Deluxe,Online,58,9768.63,1,48843.15,May,Medium Risk,4,10
7714,65,UAE,03-09-2023,Deluxe,Agent,115,9258.19,1,120356.47,September,High Risk,4,17
7715,35,India,17-07-2023,Deluxe,Online,50,7616.33,1,22848.99,July,Low Risk,2,9
7718,31,Germany,21-02-2023,Deluxe,Corporate,53,11983.59,1,59917.95,February,Medium Risk,2,13
7720,42,UK,01-01-2023,Deluxe,Corporate,33,9850.89,1,98508.9,January,Low Risk,4,9
7723,39,USA,25-05-2023,Deluxe,Agent,54,9011.43,0,99125.73,May,Medium Risk,3,13
7725,36,UAE,12-04-2023,Deluxe,Agent,78,10737.84,1,75164.88,April,Medium Risk,2,4
7728,52,UK,08-06-2023,Deluxe,Online,60,3521.48,0,14085.92,June,Medium Risk,4,18
7731,69,UK,05-02-2023,Deluxe,Corporate,124,4936.76,1,19747.04,February,High Risk,2,18
7732,38,UK,04-09-2023,Deluxe,Agent,127,9291.98,1,27875.94,September,High Risk,4,14
7739,44,UAE,10-10-2023,Deluxe,Agent,119,10101.49,1,131319.37,October,High Risk,2,4
7741,33,India,15-11-2023,Deluxe,Agent,132,13952.98,1,111623.84,November,High Risk,3,14
7745,33,India,25-02-2023,Deluxe,Corporate,62,3589.79,1,7179.58,February,Medium Risk,2,1
7747,18,USA,09-10-2023,Deluxe,Online,33,14252.35,0,171028.2,October,Low Risk,3,2
7748,53,Germany,18-07-2023,Deluxe,Online,21,9554.72,1,105101.92,July,Low Risk,4,8
7758,51,USA,16-07-2023,Deluxe,Agent,112,6465.03,1,38790.18,July,High Risk,3,5
7760,62,UAE,28-01-2023,Deluxe,Corporate,18,2628.45,0,26284.5,January,Low Risk,2,12
7763,31,UK,18-01-2023,Deluxe,Online,144,9907.83,1,99078.3,January,High Risk,4,3
7764,33,USA,10-04-2023,Deluxe,Corporate,34,11660.31,0,69961.86,April,Low Risk,3,18
7767,36,Germany,19-10-2023,Deluxe,Agent,54,5392.44,0,59316.84,October,Medium Risk,2,11
7769,27,India,07-01-2023,Deluxe,Online,72,8058.17,0,80581.7,January,Medium Risk,3,20
7772,54,USA,27-04-2023,Deluxe,Agent,77,10934.52,1,142148.76,April,Medium Risk,2,4
7774,23,USA,21-01-2023,Deluxe,Corporate,167,3443.45,1,10330.35,January,High Risk,2,18
7775,39,UAE,09-09-2023,Deluxe,Corporate,83,8581.02,0,85810.2,September,Medium Risk,2,19
7777,58,UAE,05-11-2023,Deluxe,Agent,131,2636.22,1,5272.44,November,High Risk,3,18
7778,37,Germany,25-03-2023,Deluxe,Corporate,126,14472.4,1,101306.8,March,High Risk,2,8
7786,50,USA,17-04-2023,Deluxe,Corporate,88,12762.16,0,178670.24,April,Medium Risk,4,19
7787,40,UAE,17-01-2023,Deluxe,Agent,134,8216.94,1,24650.82,January,High Risk,4,11
7788,40,USA,25-01-2023,Deluxe,Agent,162,10483.79,1,20967.58,January,High Risk,2,11
7792,32,USA,25-06-2023,Deluxe,Online,68,8859.03,0,88590.3,June,Medium Risk,4,7
7793,61,UK,18-10-2023,Deluxe,Online,154,6142.83,1,6142.83,October,High Risk,3,12
7801,22,Germany,13-01-2023,Deluxe,Agent,111,12109.96,1,84769.72,January,High Risk,3,20
7805,40,India,22-02-2023,Deluxe,Corporate,65,9440.4,0,56642.4,February,Medium Risk,2,12
7808,31,UAE,13-03-2023,Deluxe,Online,134,14150.08,1,70750.4,March,High Risk,3,20
7809,46,UAE,08-04-2023,Deluxe,Corporate,21,8215.4,0,32861.6,April,Low Risk,3,2
7818,58,India,06-04-2023,Deluxe,Agent,80,13403.03,1,120627.27,April,Medium Risk,3,20
7822,20,USA,28-11-2023,Deluxe,Online,37,13983.1,1,69915.5,November,Low Risk,4,12
7824,48,UAE,14-11-2023,Deluxe,Online,63,3351.48,1,23460.36,November,Medium Risk,3,9
7825,35,UAE,12-06-2023,Deluxe,Online,152,2677.6,1,26776,June,High Risk,2,9
7828,58,UK,26-03-2023,Deluxe,Agent,76,9035.49,1,126496.86,March,Medium Risk,4,5
7842,34,India,15-10-2023,Deluxe,Agent,168,7491.36,1,52439.52,October,High Risk,4,17
7854,44,UK,12-10-2023,Deluxe,Agent,14,4998.8,0,54986.8,October,Low Risk,4,19
7856,34,UK,18-02-2023,Deluxe,Agent,177,8738.84,1,52433.04,February,High Risk,2,20
